id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
54,Ambchárí,Ambchari,,N.F.,n.f.,,,"A post held by the Kanwar, said to be equivalent to Private Secy.",,"A post held by the Kanwar, said to be equivalent to Private Secy.",,used in the Mandi State,mainDictionary_repaired.csv,9,original,,ambt͡ʃárí,अmbच/छárí,low,unmapped_chars_sample='mbárí' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 5}, {'matched': None, 'char': 'r', 'pos': 6}]"
55,Amilá,Amila,,ADJ.,adj.,,,Sour,,Sour,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,amilá,अmilá,low,unmapped_chars_sample='milá' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
56,Áṇ,An,,N.F.,n.f.,,,"An oath, a curse",,"An oath, a curse",,,mainDictionary_repaired.csv,9,original,,Áṇ,Áṇ,low,unmapped_chars_sample='Áṇ' count=2,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṇ', 'pos': 1}]"
57,Aňchal,Anchal,,NOUN,n.m.,,"S. Aňchala, a cloth",Corner of a cloth or shawl,,Corner of a cloth or shawl,,,mainDictionary_repaired.csv,9,original,,aňt͡ʃal,अňच/छअl,low,unmapped_chars_sample='ňl' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
58,Aňchlá,Anchla,,NOUN,n.m.,,,Ribbon which is more than two fingers in breadth,,Ribbon which is more than two fingers in breadth,,,mainDictionary_repaired.csv,9,original,,aňt͡ʃlá,अňच/छlá,low,unmapped_chars_sample='ňlá' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
59,Aňga,Anga,,NOUN,n.m.,,,A wasp,,A wasp,,pl. Aňgal,mainDictionary_repaired.csv,9,original,,aňga,अňgअ,low,unmapped_chars_sample='ňg' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}]"
60,Andhá,Andha,,ADJ.,adj.,,,Blind,,Blind,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,andhá,अndhá,low,unmapped_chars_sample='ndhá' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
61,Andhá-dhundh,Andha-dhundh,,N.F.,n.f.,,,Misrule,,Misrule,,"-máchní, -hoṇí, v.s. re. To suffer from misrule or bad government.",mainDictionary_repaired.csv,9,original,,andhá-dhundh,अndhá-dhundh,low,unmapped_chars_sample='ndhá-d' count=11,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
62,"Andhoú, -á","Andhou, -a",,ADJ.,adj.,,,"Unwashed, unclean",,"Unwashed, unclean",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,"andhoú, -á","अndhओú, -á",low,"unmapped_chars_sample='ndhú, ' count=8","[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ú', 'pos': 5}]"
63,Andí,Andi,,N.F.,n.f.,,,See Aṇṇí,,See Aṇṇí,,,mainDictionary_repaired.csv,9,original,,andí,अndí,low,unmapped_chars_sample='ndí' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
64,Andr,Andr,,ADV.,adv.,,H. andar,Inside,,Inside,,"o-dá, adv. From inside",mainDictionary_repaired.csv,9,original,,andr,अndr,low,unmapped_chars_sample='ndr' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
65,Andrélá,Andrela,,NOUN,n.m.,,,The auspicious time at which a bride enters her husband's home,,The auspicious time at which a bride enters her husband's home,,Syn. wism,mainDictionary_repaired.csv,9,original,,andreːlá,अndrए (lengthened)lá,low,unmapped_chars_sample='ndrlá' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 4, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'l', 'pos': 5}]"
66,Andro-dá or -rá,Andro-da or -ra,,ADV.,adv.,,,From the inside,,From the inside,,,mainDictionary_repaired.csv,9,original,,andro-dá or -rá,अndrओ-dá ओr -rá,low,unmapped_chars_sample='ndr-dá' count=12,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': '-', 'pos': 5}]"
67,Andro-khe,Andro-khe,,ADV.,adv.,,,To the inside,,To the inside,,,mainDictionary_repaired.csv,9,original,,andro-khe,अndrओ-khए,low,unmapped_chars_sample='ndr-kh' count=6,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': '-', 'pos': 5}]"
68,Andról,Androl,,NOUN,n.m.,,,See Narol,,See Narol,,,mainDictionary_repaired.csv,9,original,,androːl,अndrओ (lengthened)l,low,unmapped_chars_sample='ndrl' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'ó', 'ipa': 'oː', 'deva': 'ओ (lengthened)', 'pos': 4, 'len': 1, 'note': ""Possibly lengthened 'o' or different quality""}, {'matched': None, 'char': 'l', 'pos': 5}]"
69,Angaṇu,Anganu,,V.S.,v.s. re.,,,"To be entangled, to be embroiled",,"To be entangled, to be embroiled",,,mainDictionary_repaired.csv,9,original,,angaṇu,अngअṇu,low,unmapped_chars_sample='ngṇu' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
70,Angaṇat,Anganat,,ADJ.,adj.,,,"Innumerable, numerous",,"Innumerable, numerous",,Alike in all genders,mainDictionary_repaired.csv,9,original,,angaṇat,अngअṇअt,low,unmapped_chars_sample='ngṇt' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
71,Aňger,Anger,,NOUN,n.m.,,,Sinews (pl.),,Sinews (pl.),,,mainDictionary_repaired.csv,10,original,,aňger,अňgएr,low,unmapped_chars_sample='ňgr' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 4}]"
72,Áṇí,Ani,,N.F.,n.f.,,,(1) An edge; (2) a band of soldiers; (3) a battle,,(1) An edge; (2) a band of soldiers; (3) a battle,,,mainDictionary_repaired.csv,10,original,,Áṇí,Áṇí,low,unmapped_chars_sample='Áṇí' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṇ', 'pos': 1}, {'matched': None, 'char': 'í', 'pos': 2}]"
73,Aň-jyá,An-jya,,ADV.,adv.,,,"A little, a small quantity",,"A little, a small quantity",,,mainDictionary_repaired.csv,10,original,,aň-jyá,अň-jyá,low,unmapped_chars_sample='ň-jyá' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': None, 'char': '-', 'pos': 2}, {'matched': None, 'char': 'j', 'pos': 3}, {'matched': None, 'char': 'y', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
74,Áṇí-tákhṇú,Ani-takhnu,,V.T.,v.t. re.,,,To keep ready,,To keep ready,,,mainDictionary_repaired.csv,10,original,,Áṇí-tákhṇú,Áṇí-tákhṇú,low,unmapped_chars_sample='Áṇí-tá' count=10,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṇ', 'pos': 1}, {'matched': None, 'char': 'í', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 't', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
75,Áṇí-deṇú,Ani-denu,,V.T.,v.t. re.,,,To bring,,To bring,,,mainDictionary_repaired.csv,10,original,,Áṇí-deṇú,Áṇí-dएṇú,low,unmapped_chars_sample='Áṇí-dṇ' count=7,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṇ', 'pos': 1}, {'matched': None, 'char': 'í', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'd', 'pos': 4}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 5, 'len': 1, 'note': 'Mid-front vowel'}]"
76,Anjal,Anjal,,NOUN,n.m.,,S. Aňjali,The cavity formed by putting the palms of the hands together,,The cavity formed by putting the palms of the hands together,,,mainDictionary_repaired.csv,10,original,,anjal,अnjअl,low,unmapped_chars_sample='njl' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 4}]"
77,Aňkaí,Ankai,,NOUN,n.m.,,,Revenue in kind,,Revenue in kind,,used in the Mandí State,mainDictionary_repaired.csv,10,original,,aňkaí,अňkअí,low,unmapped_chars_sample='ňkí' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'í', 'pos': 4}]"
78,Ammuk,Ammuk,,ADJ.,adj.,,,"Durable, imperishable",,"Durable, imperishable",,alike in all genders,mainDictionary_repaired.csv,10,original,,ammuk,अmmuk,low,unmapped_chars_sample='mmuk' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}]"
79,Aṇṇ,Ann,,NOUN,n.m.,,,Testicles (pl.),,Testicles (pl.),,also andí,mainDictionary_repaired.csv,10,original,,aṇṇ,अṇṇ,low,unmapped_chars_sample='ṇṇ' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}]"
80,Áṇ-uṇ,An-un,,V.T.,v.t. re.,,,"To bring, to fetch",,"To bring, to fetch",,"f. -í, pl. -é",mainDictionary_repaired.csv,10,original,,Áṇ-uṇ,Áṇ-uṇ,low,unmapped_chars_sample='Áṇ-uṇ' count=5,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṇ', 'pos': 1}, {'matched': None, 'char': '-', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}]"
81,Anrí,Anri,,N.F.,n.f.,,,A small piece of land left unploughed,,A small piece of land left unploughed,,,mainDictionary_repaired.csv,10,original,,anrí,अnrí,low,unmapped_chars_sample='nrí' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
82,Ant,Ant,,NOUN,n.m.,,S. Anta,End,,End,,pl. -o,mainDictionary_repaired.csv,10,original,,ant,अnt,low,unmapped_chars_sample='nt' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 't', 'pos': 2}]"
83,Áṇṭ,Ant,,N.F.,n.f.,,,"Enmity, discord",,"Enmity, discord",,pl. -o,mainDictionary_repaired.csv,10,original,,Áṇṭ,Áṇṭ,low,unmapped_chars_sample='Áṇṭ' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṇ', 'pos': 1}, {'matched': None, 'char': 'ṭ', 'pos': 2}]"
84,Ánthí,Anthi,,V.,v.,,,Is,,Is,,"Ní-ánthí, Is not",mainDictionary_repaired.csv,10,original,,Ánt̪ʰí,Ánथí,low,unmapped_chars_sample='Ání' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 2, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': None, 'char': 'í', 'pos': 4}]"
85,Anwalá,Anwala,,NOUN,n.m.,,S. Ámalaka,Emblica myrobalan (Phyllanthus emblica),,Emblica myrobalan (Phyllanthus emblica),,pl. -é,mainDictionary_repaired.csv,10,original,,anwalá,अnwअlá,low,unmapped_chars_sample='nwlá' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'w', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
86,"Ápṇú, -á","Apnu, -a",,PRO.,pro.,,,One's own,,One's own,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,10,original,,"Ápṇú, -á","Ápṇú, -á",low,"unmapped_chars_sample='Ápṇú, ' count=8","[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'p', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'ú', 'pos': 3}, {'matched': None, 'char': ',', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
87,Appe,Appe,,PRO.,pro.,,,See Appú,,See Appú,,"(Bághal, Kumhársain and Nálágarh). Proverb: Appe kurí ghar nú basdí, horánu sikh dasdí 'The girl doesn't live with her husband, but she gives hints to others.'",mainDictionary_repaired.csv,10,original,,appe,अppए,low,unmapped_chars_sample='pp' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 1}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}]"
88,"Appú, áppí","Appu, appi",,PRO.,pro.,,,"Myself, yourself, himself, herself",,"Myself, yourself, himself, herself",,,mainDictionary_repaired.csv,10,original,,"appú, áppí","अppú, áppí",low,"unmapped_chars_sample='ppú, á' count=9","[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 1}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'ú', 'pos': 3}, {'matched': None, 'char': ',', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
89,Ár,Ar,,NOUN,n.m.,,H. yár,A friend,,A friend,,,mainDictionary_repaired.csv,10,original,,Ár,Ár,low,unmapped_chars_sample='Ár' count=2,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}]"
90,Árá,Ara,,NOUN,n.m.,,,(1) A friend; (2) a kind of long saw,,(1) A friend; (2) a kind of long saw,,,mainDictionary_repaired.csv,10,original,,Árá,Árá,low,unmapped_chars_sample='Árá' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}]"
91,Aṛá,Ara,,ADJ.,adj.,,,"Aslant, crooked",,"Aslant, crooked",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,10,original,,aṛá,अṛá,low,unmapped_chars_sample='ṛá' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}]"
92,Aṛhá,Arha,,NOUN,n.m.,,S. Áḍhaka,A grain measure equal to 4 páthás,,A grain measure equal to 4 páthás,,"Also Aṛhaṭ, Araṭ",mainDictionary_repaired.csv,10,original,,aṛhá,अṛhá,low,unmapped_chars_sample='ṛhá' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
93,Árí,Ari,,N.F.,n.f.,,,(1) The handle of a plough; (2) adj. crooked,,(1) The handle of a plough; (2) adj. crooked,,,mainDictionary_repaired.csv,10,original,,Árí,Árí,low,unmapped_chars_sample='Árí' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'í', 'pos': 2}]"
94,Árí,Ari,,N.F.,n.f.,,H. yárí,"Friendship, acquaintance",,"Friendship, acquaintance",,,mainDictionary_repaired.csv,10,original,,Árí,Árí,low,unmapped_chars_sample='Árí' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'í', 'pos': 2}]"
95,Arié-kharié,Arie-kharie,,ADV.,adv.,,,In trouble,,In trouble,,,mainDictionary_repaired.csv,10,original,,arieː-kharieː,अriए (lengthened)-khअriए (lengthened),low,unmapped_chars_sample='ri-khr' count=7,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'k', 'pos': 5}]"
96,Arj,Arj,,NOUN,n.m.,,P. arz,A request,,A request,,pl. -o,mainDictionary_repaired.csv,10,original,,arj,अrj,low,unmapped_chars_sample='rj' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}]"
97,Aṛṇú,Arnu,,V.A.,v.a. re.,,,To insist,,To insist,,"f. -í, pl. -é",mainDictionary_repaired.csv,10,original,,aṛṇú,अṛṇú,low,unmapped_chars_sample='ṛṇú' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'ú', 'pos': 3}]"
98,Arshṛá,Arshra,,NOUN,n.m.,,H. árshí,A looking-glass,,A looking-glass,,,mainDictionary_repaired.csv,10,original,,arshṛá,अrshṛá,low,unmapped_chars_sample='rshṛá' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
99,Áṛú,Aru,,NOUN,n.m.,,,The hill apricot,,The hill apricot,,pl. no singular,mainDictionary_repaired.csv,10,original,,Áṛú,Áṛú,low,unmapped_chars_sample='Áṛú' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṛ', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}]"
100,Arúsá,Arusa,,NOUN,n.m.,,,A medicinal plant,,A medicinal plant,,,mainDictionary_repaired.csv,10,original,,arúsá,अrúsá,low,unmapped_chars_sample='rúsá' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
101,Ásau,Asau,,V.,v.,,,"Is, or are",,"Is, or are",,"From the irreg. verb hoṇú, to be",mainDictionary_repaired.csv,10,original,,Ásau,Ásअu,low,unmapped_chars_sample='Ásu' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 's', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 3}]"
